date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:55:50	23760/23760	---MC-	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2006:25:42%20GMT	http://localhost:8888/tipsfortechno/2020/07/03/hello-world/	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/2020/07/03/hello-world/index.html	(from http://localhost:8888/tipsfortechno/)
11:55:50	19219/19219	---MC-	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2006:25:42%20GMT	http://localhost:8888/tipsfortechno/sample-page/	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/sample-page/index.html	(from http://localhost:8888/tipsfortechno/)
11:55:50	77410/77410	---MC-	200	added ('OK')	application/json	date:Sat,%2004%20Jul%202020%2006:25:41%20GMT	http://localhost:8888/tipsfortechno/wp-json/	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-json/index.html	(from http://localhost:8888/tipsfortechno/)
11:55:52	13951/13951	---M--	200	added ('OK')	application/javascript	etag:%221791061-367f-5a98e4e243840%22	http://localhost:8888/tipsfortechno/wp-content/themes/sinatra/assets/js/sinatra.min.js?ver=1.1.2	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-content/themes/sinatra/assets/js/sinatra.mincfa9.js	(from http://localhost:8888/tipsfortechno/)
11:55:52	1434/1434	---M--	200	added ('OK')	application/javascript	etag:%22178cfde-59a-595c52fd2e6c0%22	http://localhost:8888/tipsfortechno/wp-includes/js/wp-embed.min.js?ver=5.4.2	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-includes/js/wp-embed.min7661.js	(from http://localhost:8888/tipsfortechno/)
11:55:56	19107/19107	---MC-	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2006:25:51%20GMT	http://localhost:8888/tipsfortechno/category/uncategorized/	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/category/uncategorized/index.html	(from http://localhost:8888/tipsfortechno/)
11:55:56	19087/19087	---MC-	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2006:25:51%20GMT	http://localhost:8888/tipsfortechno/2020/07/	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/2020/07/index.html	(from http://localhost:8888/tipsfortechno/)
11:55:58	26692/26692	---M--	200	added ('OK')	text/plain	etag:%221791070-6844-5a98e4e243840%22	http://localhost:8888/tipsfortechno/wp-content/themes/sinatra/assets/fonts/sinatra.woff2?73571w	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-content/themes/sinatra/assets/fonts/sinatra9cf5.woff2	(from http://localhost:8888/tipsfortechno/wp-content/themes/sinatra/assets/css/style.min.css?ver=1.1.2)
11:56:00	231996/231996	---M--	200	added ('OK')	image/svg+xml	etag:%221791073-38a3c-5a98e4e243840%22	http://localhost:8888/tipsfortechno/wp-content/themes/sinatra/assets/fonts/sinatra.svg?73571w	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-content/themes/sinatra/assets/fonts/sinatra9cf5.svg	(from http://localhost:8888/tipsfortechno/wp-content/themes/sinatra/assets/css/style.min.css?ver=1.1.2)
11:56:02	2340/2340	---M--	200	added ('OK')	application/json	date:Sat,%2004%20Jul%202020%2006:26:00%20GMT	http://localhost:8888/tipsfortechno/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8888%2Ftipsfortechno%2Fsample-page%2F	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-json/oembed/1.0/embed9284.json	(from http://localhost:8888/tipsfortechno/sample-page/)
11:56:04	2428/2428	---M--	200	added ('OK')	text/xml	date:Sat,%2004%20Jul%202020%2006:26:02%20GMT	http://localhost:8888/tipsfortechno/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8888%2Ftipsfortechno%2Fsample-page%2F&format=xml	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-json/oembed/1.0/embeddad5	(from http://localhost:8888/tipsfortechno/sample-page/)
11:56:05	71804/71804	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221791074-1187c-5a98e4e243840%22	http://localhost:8888/tipsfortechno/wp-content/themes/sinatra/assets/fonts/sinatra.eot?73571w	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-content/themes/sinatra/assets/fonts/sinatra9cf5.eot	(from http://localhost:8888/tipsfortechno/wp-content/themes/sinatra/assets/css/style.min.css?ver=1.1.2)
11:56:05	42/42	---M--	405	error ('Method%20Not%20Allowed')	text/plain	date:Sat,%2004%20Jul%202020%2006:26:04%20GMT	http://localhost:8888/tipsfortechno/xmlrpc.php	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/xmlrpc.php	(from http://localhost:8888/tipsfortechno/sample-page/)
11:56:07	763/763	---M--	200	added ('OK')	application/rss+xml	etag:%22f784147631944079b1f4a5f64eafaea7%22	http://localhost:8888/tipsfortechno/sample-page/feed/	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/sample-page/feed/index.html	(from http://localhost:8888/tipsfortechno/sample-page/)
11:56:08	71716/71716	---M--	200	added ('OK')	text/plain	etag:%221791072-11824-5a98e4e243840%22	http://localhost:8888/tipsfortechno/wp-content/themes/sinatra/assets/fonts/sinatra.woff?73571w	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-content/themes/sinatra/assets/fonts/sinatra9cf5.woff	(from http://localhost:8888/tipsfortechno/wp-content/themes/sinatra/assets/css/style.min.css?ver=1.1.2)
11:56:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2004%20Jul%202020%2006:26:06%20GMT	http://localhost:8888/tipsfortechno/?p=2	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/index905b.html	(from http://localhost:8888/tipsfortechno/sample-page/)
11:56:08	71640/71640	---M--	200	added ('OK')	application/x-font-ttf	etag:%221791075-117d8-5a98e4e243840%22	http://localhost:8888/tipsfortechno/wp-content/themes/sinatra/assets/fonts/sinatra.ttf?73571w	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-content/themes/sinatra/assets/fonts/sinatra9cf5.ttf	(from http://localhost:8888/tipsfortechno/wp-content/themes/sinatra/assets/css/style.min.css?ver=1.1.2)
11:56:08	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2004%20Jul%202020%2006:26:07%20GMT	http://localhost:8888/tipsfortechno/wp-admin/	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-admin/index.html	(from http://localhost:8888/tipsfortechno/sample-page/)
11:56:08	2371/2371	---M--	200	added ('OK')	application/json	date:Sat,%2004%20Jul%202020%2006:26:08%20GMT	http://localhost:8888/tipsfortechno/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8888%2Ftipsfortechno%2F2020%2F07%2F03%2Fhello-world%2F	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-json/oembed/1.0/embed82a1.json	(from http://localhost:8888/tipsfortechno/2020/07/03/hello-world/)
11:56:09	2453/2453	---M--	200	added ('OK')	text/xml	date:Sat,%2004%20Jul%202020%2006:26:09%20GMT	http://localhost:8888/tipsfortechno/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8888%2Ftipsfortechno%2F2020%2F07%2F03%2Fhello-world%2F&format=xml	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-json/oembed/1.0/embed1e8f	(from http://localhost:8888/tipsfortechno/2020/07/03/hello-world/)
11:56:10	2420/2420	---M--	200	added ('OK')	application/javascript	etag:%22178d160-974-59710befbd7c0%22	http://localhost:8888/tipsfortechno/wp-includes/js/comment-reply.min.js?ver=5.4.2	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-includes/js/comment-reply.min7661.js	(from http://localhost:8888/tipsfortechno/2020/07/03/hello-world/)
11:56:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2004%20Jul%202020%2006:26:11%20GMT	http://localhost:8888/tipsfortechno/?p=1	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/indexcff1.html	(from http://localhost:8888/tipsfortechno/2020/07/03/hello-world/)
11:56:12	1715/1715	---M--	200	added ('OK')	application/rss+xml	etag:%22f784147631944079b1f4a5f64eafaea7%22	http://localhost:8888/tipsfortechno/2020/07/03/hello-world/feed/	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/2020/07/03/hello-world/feed/index.html	(from http://localhost:8888/tipsfortechno/2020/07/03/hello-world/)
11:56:13	18808/18808	---MC-	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2006:26:11%20GMT	http://localhost:8888/tipsfortechno/2020/	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/2020/index.html	(from http://localhost:8888/tipsfortechno/2020/07/03/hello-world/)
11:56:13	19339/19339	---MC-	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2006:26:11%20GMT	http://localhost:8888/tipsfortechno/2020/07/03/	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/2020/07/03/index.html	(from http://localhost:8888/tipsfortechno/2020/07/03/hello-world/)
11:56:14	1806/1806	---M--	200	added ('OK')	application/rss+xml	etag:%226460c84ee925e2c09b16748e73cb522a%22	http://localhost:8888/tipsfortechno/author/tipsontechno/feed/	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/author/tipsontechno/feed/index.html	(from http://localhost:8888/tipsfortechno/author/tipsontechno/)
11:56:14	47558/47558	---M--	200	added ('OK')	text/css	etag:%22178cf29-b9c6-588ef5dded840%22	http://localhost:8888/tipsfortechno/wp-includes/css/dashicons.min.css?ver=5.4.2	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-includes/css/dashicons.min7661.css	(from http://localhost:8888/tipsfortechno/wp-login.php)
11:56:16	5867/5867	---M--	200	added ('OK')	text/css	etag:%22178cf28-16eb-5994b3452ecc0%22	http://localhost:8888/tipsfortechno/wp-includes/css/buttons.min.css?ver=5.4.2	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-includes/css/buttons.min7661.css	(from http://localhost:8888/tipsfortechno/wp-login.php)
11:56:16	23836/23836	---MC-	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2006:26:12%20GMT	http://localhost:8888/tipsfortechno/2020/07/03/hello-world/?replytocom=1	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/2020/07/03/hello-world/index6809.html	(from http://localhost:8888/tipsfortechno/2020/07/03/hello-world/)
11:56:16	1810/1810	---M--	200	added ('OK')	application/rss+xml	etag:%226460c84ee925e2c09b16748e73cb522a%22	http://localhost:8888/tipsfortechno/category/uncategorized/feed/	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/category/uncategorized/feed/index.html	(from http://localhost:8888/tipsfortechno/category/uncategorized/)
11:56:16	24453/24453	---M--	200	added ('OK')	text/css	etag:%22178cb58-5f85-59fbf8b3aa6c0%22	http://localhost:8888/tipsfortechno/wp-admin/css/forms.min.css?ver=5.4.2	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-admin/css/forms.min7661.css	(from http://localhost:8888/tipsfortechno/wp-login.php)
11:56:18	2477/2477	---M--	200	added ('OK')	text/css	etag:%22178cbca-9ad-57cc15c805580%22	http://localhost:8888/tipsfortechno/wp-admin/css/l10n.min.css?ver=5.4.2	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-admin/css/l10n.min7661.css	(from http://localhost:8888/tipsfortechno/wp-login.php)
11:56:18	5312/5312	---M--	200	added ('OK')	text/css	etag:%22178cb81-14c0-59e2efc695900%22	http://localhost:8888/tipsfortechno/wp-admin/css/login.min.css?ver=5.4.2	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-admin/css/login.min7661.css	(from http://localhost:8888/tipsfortechno/wp-login.php)
11:56:19	3229/3229	---M--	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2006:26:19%20GMT	http://localhost:8888/tipsfortechno/wp-login.php?action=lostpassword	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-loginc2b6.html	(from http://localhost:8888/tipsfortechno/wp-login.php)
11:56:24	10056/10056	---M--	200	added ('OK')	application/javascript	etag:%22178d125-2748-5333ff613c400%22	http://localhost:8888/tipsfortechno/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://localhost:8888/tipsfortechno/wp-login.php)
11:56:24	353/353	---M--	200	added ('OK')	application/javascript	etag:%22178d0eb-161-595c52fd2e6c0%22	http://localhost:8888/tipsfortechno/wp-includes/js/zxcvbn-async.min.js?ver=1.0	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-includes/js/zxcvbn-async.min5152.js	(from http://localhost:8888/tipsfortechno/wp-login.php)
11:56:26	766/766	---M--	200	added ('OK')	application/javascript	etag:%22178cc83-2fe-595c52fd2e6c0%22	http://localhost:8888/tipsfortechno/wp-admin/js/password-strength-meter.min.js?ver=5.4.2	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-admin/js/password-strength-meter.min7661.js	(from http://localhost:8888/tipsfortechno/wp-login.php)
11:56:30	1079/1079	---M--	200	added ('OK')	application/javascript	etag:%22178d0ef-437-595c52fd2e6c0%22	http://localhost:8888/tipsfortechno/wp-includes/js/wp-util.min.js?ver=5.4.2	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-includes/js/wp-util.min7661.js	(from http://localhost:8888/tipsfortechno/wp-login.php)
11:56:30	96873/96873	---M--	200	added ('OK')	application/javascript	etag:%22178d12a-17a69-5890dc7401880%22	http://localhost:8888/tipsfortechno/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-includes/js/jquery/jquery4a5f.js	(from http://localhost:8888/tipsfortechno/wp-login.php)
11:56:30	16154/16154	---M--	200	added ('OK')	application/javascript	etag:%22178d068-3f1a-595c52fd2e6c0%22	http://localhost:8888/tipsfortechno/wp-includes/js/underscore.min.js?ver=1.8.3	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-includes/js/underscore.min4511.js	(from http://localhost:8888/tipsfortechno/wp-login.php)
11:56:30	5583/5583	---M--	200	added ('OK')	application/javascript	etag:%22178cc5b-15cf-595c52fd2e6c0%22	http://localhost:8888/tipsfortechno/wp-admin/js/user-profile.min.js?ver=5.4.2	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-admin/js/user-profile.min7661.js	(from http://localhost:8888/tipsfortechno/wp-login.php)
11:56:30	5263/5263	---M--	200	added ('OK')	text/html	date:Sat,%2004%20Jul%202020%2006:26:30%20GMT	http://localhost:8888/tipsfortechno/wp-login.php?redirect_to=http%3A%2F%2Flocalhost%3A8888%2Ftipsfortechno%2Fwp-admin%2F%26reauth=1	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-login5abe.html	(from http://localhost:8888/tipsfortechno/wp-admin/)
11:56:35	1372/1372	---M--	200	added ('OK')	image/gif	etag:%22178cc02-55c-5942a870f08c0%22	http://localhost:8888/tipsfortechno/wp-admin/images/loading.gif	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-admin/images/loading.gif	(from http://localhost:8888/tipsfortechno/wp-admin/css/forms.min.css?ver=5.4.2)
11:56:36	44868/44868	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22178d31b-af44-58518e177fe00%22	http://localhost:8888/tipsfortechno/wp-includes/fonts/dashicons.eot?50db0456fde2a241f005968eede3f987	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-includes/fonts/dashicons2ce6.eot	(from http://localhost:8888/tipsfortechno/wp-includes/css/dashicons.min.css?ver=5.4.2)
11:56:36	3113/3113	---M--	200	added ('OK')	image/png	etag:%22178cc00-c29-5a624ebd21340%22	http://localhost:8888/tipsfortechno/wp-admin/images/w-logo-blue.png?ver=20131202	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-admin/images/w-logo-blue7a53.png	(from http://localhost:8888/tipsfortechno/wp-admin/css/login.min.css?ver=5.4.2)
11:56:36	1521/1521	---M--	200	added ('OK')	image/svg+xml	etag:%22178cc1d-5f1-51300c013bcc0%22	http://localhost:8888/tipsfortechno/wp-admin/images/wordpress-logo.svg?ver=20131107	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-admin/images/wordpress-logo7d6b.svg	(from http://localhost:8888/tipsfortechno/wp-admin/css/login.min.css?ver=5.4.2)
11:56:38	44696/44696	---M--	200	added ('OK')	application/x-font-ttf	etag:%22178d31d-ae98-58518e177fe00%22	http://localhost:8888/tipsfortechno/wp-includes/fonts/dashicons.ttf?50db0456fde2a241f005968eede3f987	/Users/srikanth/websites/tipsontechno/localhost_8888/tipsfortechno/wp-includes/fonts/dashicons2ce6.ttf	(from http://localhost:8888/tipsfortechno/wp-includes/css/dashicons.min.css?ver=5.4.2)
